REGIÓN,IES,PERSONA JURÍDICA,SEDE-LOCAL-FILIAL,DIRECCIÓN,PROGRAMAS LICENCIADOS,NIVEL,MODALIDAD
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 09,AV. INDUSTRIAL N° 3726 - INDEPENDENCIA,ADMINISTRACIÓN DE EMPRESAS,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 09,AV. INDUSTRIAL N° 3726 - INDEPENDENCIA,CONTABILIDAD,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 09,AV. INDUSTRIAL N° 3726 - INDEPENDENCIA,ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 09,AV. INDUSTRIAL N° 3726 - INDEPENDENCIA,ADMINISTRACIÓN DE NEGOCIOS BANCARIOS Y FINANCIEROS,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 09,AV. INDUSTRIAL N° 3726 - INDEPENDENCIA,ADMINISTRACIÓN DE REDES Y COMUNICACIONES,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 09,AV. INDUSTRIAL N° 3726 - INDEPENDENCIA,DESARROLLO DE SISTEMAS DE INFORMACIÓN,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 09,AV. INDUSTRIAL N° 3726 - INDEPENDENCIA,SECRETARIADO EJECUTIVO,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 09,AV. INDUSTRIAL N° 3726 - INDEPENDENCIA,COMUNICACIÓN AUDIOVISUAL,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 09,AV. INDUSTRIAL N° 3726 - INDEPENDENCIA,PERIODISMO AUDIOVISUAL,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 09,AV. INDUSTRIAL N° 3726 - INDEPENDENCIA,DISEÑO GRÁFICO,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 09,AV. INDUSTRIAL N° 3726 - INDEPENDENCIA,TÉCNICA EN FARMACIA,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 09,AV. INDUSTRIAL N° 3726 - INDEPENDENCIA,FISIOTERAPIA Y REHABILITACIÓN,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 09,AV. INDUSTRIAL N° 3726 - INDEPENDENCIA,ENFERMERÍA TÉCNICA,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 09,AV. INDUSTRIAL N° 3726 - INDEPENDENCIA,GESTIÓN DE LOGÍSTICA,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 10,AV. SAN JUAN N° 779,MARKETING,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 10,AV. SAN JUAN N° 779,ADMINISTRACIÓN DE EMPRESAS,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 10,AV. SAN JUAN N° 779,CONTABILIDAD,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 10,AV. SAN JUAN N° 779,ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 10,AV. SAN JUAN N° 779,ADMINISTRACIÓN DE NEGOCIOS BANCARIOS Y FINANCIEROS,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 10,AV. SAN JUAN N° 779,SECRETARIADO EJECUTIVO,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 10,AV. SAN JUAN N° 779,TÉCNICA EN FARMACIA,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 10,AV. SAN JUAN N° 779,FISIOTERAPIA Y REHABILITACIÓN,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 10,AV. SAN JUAN N° 779,ENFERMERÍA TÉCNICA,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 11,"AV. NICOLAS AYLLON  Y JR. HUANCHIHUAYLAS, ALT. KM. 9.2 CARRETERA CENTRAL - ATE",MARKETING,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 11,"AV. NICOLAS AYLLON  Y JR. HUANCHIHUAYLAS, ALT. KM. 9.2 CARRETERA CENTRAL - ATE",ADMINISTRACIÓN DE EMPRESAS,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 11,"AV. NICOLAS AYLLON  Y JR. HUANCHIHUAYLAS, ALT. KM. 9.2 CARRETERA CENTRAL - ATE",CONTABILIDAD,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 11,"AV. NICOLAS AYLLON  Y JR. HUANCHIHUAYLAS, ALT. KM. 9.2 CARRETERA CENTRAL - ATE",ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 11,"AV. NICOLAS AYLLON  Y JR. HUANCHIHUAYLAS, ALT. KM. 9.2 CARRETERA CENTRAL - ATE",ADMINISTRACIÓN DE NEGOCIOS BANCARIOS Y FINANCIEROS,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 11,"AV. NICOLAS AYLLON  Y JR. HUANCHIHUAYLAS, ALT. KM. 9.2 CARRETERA CENTRAL - ATE",ADMINISTRACIÓN DE REDES Y COMUNICACIONES,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 11,"AV. NICOLAS AYLLON  Y JR. HUANCHIHUAYLAS, ALT. KM. 9.2 CARRETERA CENTRAL - ATE",DESARROLLO DE SISTEMAS DE INFORMACIÓN,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 11,"AV. NICOLAS AYLLON  Y JR. HUANCHIHUAYLAS, ALT. KM. 9.2 CARRETERA CENTRAL - ATE",SECRETARIADO EJECUTIVO,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 11,"AV. NICOLAS AYLLON  Y JR. HUANCHIHUAYLAS, ALT. KM. 9.2 CARRETERA CENTRAL - ATE",COMUNICACIÓN AUDIOVISUAL,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 11,"AV. NICOLAS AYLLON  Y JR. HUANCHIHUAYLAS, ALT. KM. 9.2 CARRETERA CENTRAL - ATE",PERIODISMO AUDIOVISUAL,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 11,"AV. NICOLAS AYLLON  Y JR. HUANCHIHUAYLAS, ALT. KM. 9.2 CARRETERA CENTRAL - ATE",DISEÑO GRÁFICO,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 11,"AV. NICOLAS AYLLON  Y JR. HUANCHIHUAYLAS, ALT. KM. 9.2 CARRETERA CENTRAL - ATE",TÉCNICA EN FARMACIA,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 11,"AV. NICOLAS AYLLON  Y JR. HUANCHIHUAYLAS, ALT. KM. 9.2 CARRETERA CENTRAL - ATE",FISIOTERAPIA Y REHABILITACIÓN,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 11,"AV. NICOLAS AYLLON  Y JR. HUANCHIHUAYLAS, ALT. KM. 9.2 CARRETERA CENTRAL - ATE",ENFERMERÍA TÉCNICA,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 11,"AV. NICOLAS AYLLON  Y JR. HUANCHIHUAYLAS, ALT. KM. 9.2 CARRETERA CENTRAL - ATE",GESTIÓN DE LOGÍSTICA,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 12,AV. PROCERES DE LA INDEPENDENCIA N° 1677 - SJL,MARKETING,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 12,AV. PROCERES DE LA INDEPENDENCIA N° 1677 - SJL,ADMINISTRACIÓN DE EMPRESAS,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 12,AV. PROCERES DE LA INDEPENDENCIA N° 1677 - SJL,CONTABILIDAD,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 12,AV. PROCERES DE LA INDEPENDENCIA N° 1677 - SJL,ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 12,AV. PROCERES DE LA INDEPENDENCIA N° 1677 - SJL,ADMINISTRACIÓN DE NEGOCIOS BANCARIOS Y FINANCIEROS,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 12,AV. PROCERES DE LA INDEPENDENCIA N° 1677 - SJL,ADMINISTRACIÓN DE REDES Y COMUNICACIONES,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 12,AV. PROCERES DE LA INDEPENDENCIA N° 1677 - SJL,DESARROLLO DE SISTEMAS DE INFORMACIÓN,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 12,AV. PROCERES DE LA INDEPENDENCIA N° 1677 - SJL,SECRETARIADO EJECUTIVO,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 12,AV. PROCERES DE LA INDEPENDENCIA N° 1677 - SJL,COMUNICACIÓN AUDIOVISUAL,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 12,AV. PROCERES DE LA INDEPENDENCIA N° 1677 - SJL,PERIODISMO AUDIOVISUAL,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 12,AV. PROCERES DE LA INDEPENDENCIA N° 1677 - SJL,DISEÑO GRÁFICO,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 13,AV. BELISARIO SUAREZ N° 388,MARKETING,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 13,AV. BELISARIO SUAREZ N° 388,ADMINISTRACIÓN DE EMPRESAS,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 13,AV. BELISARIO SUAREZ N° 388,CONTABILIDAD,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 13,AV. BELISARIO SUAREZ N° 388,ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 13,AV. BELISARIO SUAREZ N° 388,ADMINISTRACIÓN DE NEGOCIOS BANCARIOS Y FINANCIEROS,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 13,AV. BELISARIO SUAREZ N° 388,SECRETARIADO EJECUTIVO,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 14,AV. GUILLERMO BILLINGURSTH N° 496,MARKETING,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 14,AV. GUILLERMO BILLINGURSTH N° 496,ADMINISTRACIÓN DE EMPRESAS,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 14,AV. GUILLERMO BILLINGURSTH N° 496,CONTABILIDAD,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 14,AV. GUILLERMO BILLINGURSTH N° 496,ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 14,AV. GUILLERMO BILLINGURSTH N° 496,ADMINISTRACIÓN DE NEGOCIOS BANCARIOS Y FINANCIEROS,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 14,AV. GUILLERMO BILLINGURSTH N° 496,ADMINISTRACIÓN DE REDES Y COMUNICACIONES,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 14,AV. GUILLERMO BILLINGURSTH N° 496,DESARROLLO DE SISTEMAS DE INFORMACIÓN,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 14,AV. GUILLERMO BILLINGURSTH N° 496,COMUNICACIÓN AUDIOVISUAL,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 14,AV. GUILLERMO BILLINGURSTH N° 496,PERIODISMO AUDIOVISUAL,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 14,AV. GUILLERMO BILLINGURSTH N° 496,DISEÑO GRÁFICO,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 15,AV. LA MARINA N° 1453,SECRETARIADO EJECUTIVO,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 15,AV. LA MARINA N° 1453,COMUNICACIÓN AUDIOVISUAL,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 15,AV. LA MARINA N° 1453,PERIODISMO AUDIOVISUAL,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 15,AV. LA MARINA N° 1453,DISEÑO GRÁFICO,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 15,AV. LA MARINA N° 1453,GESTIÓN DE LOGÍSTICA,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 16,AV. UNIVERSITARIA N° 1240 - COMAS,MARKETING,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 16,AV. UNIVERSITARIA N° 1240 - COMAS,ADMINISTRACIÓN DE EMPRESAS,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 16,AV. UNIVERSITARIA N° 1240 - COMAS,ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 16,AV. UNIVERSITARIA N° 1240 - COMAS,SECRETARIADO EJECUTIVO,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 16,AV. UNIVERSITARIA N° 1240 - COMAS,TÉCNICA EN FARMACIA,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 16,AV. UNIVERSITARIA N° 1240 - COMAS,FISIOTERAPIA Y REHABILITACIÓN,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 16,AV. UNIVERSITARIA N° 1240 - COMAS,ENFERMERÍA TÉCNICA,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 17,AV. REPÚBLICA DE VENEZUELA N° 345 - PUENTE PIEDRA,MARKETING,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 17,AV. REPÚBLICA DE VENEZUELA N° 345 - PUENTE PIEDRA,ADMINISTRACIÓN DE EMPRESAS,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 17,AV. REPÚBLICA DE VENEZUELA N° 345 - PUENTE PIEDRA,CONTABILIDAD,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 17,AV. REPÚBLICA DE VENEZUELA N° 345 - PUENTE PIEDRA,ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 17,AV. REPÚBLICA DE VENEZUELA N° 345 - PUENTE PIEDRA,ADMINISTRACIÓN DE NEGOCIOS BANCARIOS Y FINANCIEROS,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 17,AV. REPÚBLICA DE VENEZUELA N° 345 - PUENTE PIEDRA,ADMINISTRACIÓN DE REDES Y COMUNICACIONES,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 17,AV. REPÚBLICA DE VENEZUELA N° 345 - PUENTE PIEDRA,DESARROLLO DE SISTEMAS DE INFORMACIÓN,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 17,AV. REPÚBLICA DE VENEZUELA N° 345 - PUENTE PIEDRA,SECRETARIADO EJECUTIVO,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 17,AV. REPÚBLICA DE VENEZUELA N° 345 - PUENTE PIEDRA,COMUNICACIÓN AUDIOVISUAL,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 17,AV. REPÚBLICA DE VENEZUELA N° 345 - PUENTE PIEDRA,DISEÑO GRÁFICO,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 17,AV. REPÚBLICA DE VENEZUELA N° 345 - PUENTE PIEDRA,GESTIÓN DE LOGÍSTICA,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 18,CALLE 17 MZ. 03 SUB LOTE 1 PARCELA I DEL PARQUE INDUSTRIAL DEL CONO SUR,MARKETING,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 18,CALLE 17 MZ. 03 SUB LOTE 1 PARCELA I DEL PARQUE INDUSTRIAL DEL CONO SUR,ADMINISTRACIÓN DE EMPRESAS,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 18,CALLE 17 MZ. 03 SUB LOTE 1 PARCELA I DEL PARQUE INDUSTRIAL DEL CONO SUR,CONTABILIDAD,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 18,CALLE 17 MZ. 03 SUB LOTE 1 PARCELA I DEL PARQUE INDUSTRIAL DEL CONO SUR,ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 18,CALLE 17 MZ. 03 SUB LOTE 1 PARCELA I DEL PARQUE INDUSTRIAL DEL CONO SUR,ADMINISTRACIÓN DE NEGOCIOS BANCARIOS Y FINANCIEROS,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 18,CALLE 17 MZ. 03 SUB LOTE 1 PARCELA I DEL PARQUE INDUSTRIAL DEL CONO SUR,ADMINISTRACIÓN DE REDES Y COMUNICACIONES,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 18,CALLE 17 MZ. 03 SUB LOTE 1 PARCELA I DEL PARQUE INDUSTRIAL DEL CONO SUR,DESARROLLO DE SISTEMAS DE INFORMACIÓN,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 18,CALLE 17 MZ. 03 SUB LOTE 1 PARCELA I DEL PARQUE INDUSTRIAL DEL CONO SUR,SECRETARIADO EJECUTIVO,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 18,CALLE 17 MZ. 03 SUB LOTE 1 PARCELA I DEL PARQUE INDUSTRIAL DEL CONO SUR,COMUNICACIÓN AUDIOVISUAL,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 18,CALLE 17 MZ. 03 SUB LOTE 1 PARCELA I DEL PARQUE INDUSTRIAL DEL CONO SUR,PERIODISMO AUDIOVISUAL,Profesional Técnico,PRESENCIAL
